# Mutants that already survived when this gate was first recorded.
#
# WHAT A LINE MEANS
#   tools/battery/run_mutation_gate.py tested this mutation, the
#   package's whole suite still passed, and the run was allowed
#   anyway because the hole predates the gate.  A survivor this
#   file does not carry fails the run.  Same shape and same
#   reason as _CRLF_DEBT in tests/test_line_ending_stability.py:
#   a gate that is red on its first run gets widened until it
#   means nothing, so the existing debt is written down once and
#   nothing may be added to it by accident.
#
#   Every line here is a place where the crate's tests would not
#   notice that mutation.  It is a work list, not a permission
#   slip.  Deleting a line is how a coverage hole is closed:
#   write the test, watch the run stay green, remove the line.
#
# FORMAT
#   COUNT | PACKAGE | FILE | FUNCTION | GENRE | REPLACEMENT
#
#   COUNT is how many identical survivors that key stands for --
#   the same mutation can appear more than once in one function.
#   REPLACEMENT is JSON-quoted because it may contain the field
#   separator.  There is no line number on purpose: line numbers
#   move when anything above them is edited, and a list keyed by
#   them would forgive a survivor that slid down the file and
#   manufacture a fresh one out of the same mutation.
#
# THE ONE FALSE POSITIVE THIS SHAPE HAS
#   A function moved bodily to another file changes its key, so
#   every survivor it already had reads as fresh and the run is
#   red for a change that altered no behaviour.  Re-baseline
#   just that package -- minutes, not the whole list:
#     python tools/battery/run_mutation_gate.py --all-mutants \
#         --baseline --only <package> --jobs 8
#
# REGENERATE EVERYTHING (deliberately, never to make a red run
# green; it also discards any note written by hand above a line):
#   python tools/battery/run_mutation_gate.py --all-mutants --baseline --jobs 8

2 | netcdf-writer | crates/netcdf-writer/src/bin/nc_rewrite.rs | char_bytes | BinaryOperator | "!="
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | EcapeTripletOptions<'a>::with_entrainment_rate | FnValue | "Default::default()"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | EcapeTripletOptions<'a>::with_pseudoadiabatic | FnValue | "Default::default()"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | EcapeTripletOptions<'a>::with_user_storm_motion | FnValue | "Default::default()"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | VolumeShape::len2d | FnValue | "0"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | VolumeShape::len2d | FnValue | "1"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | unzip_storm_motion | FnValue | "(None, None)"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | unzip_storm_motion | FnValue | "(Some(-1.0), Some(-1.0))"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | unzip_storm_motion | FnValue | "(Some(-1.0), Some(0.0))"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | unzip_storm_motion | FnValue | "(Some(-1.0), Some(1.0))"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | unzip_storm_motion | FnValue | "(Some(0.0), Some(-1.0))"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | unzip_storm_motion | FnValue | "(Some(0.0), Some(0.0))"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | unzip_storm_motion | FnValue | "(Some(0.0), Some(1.0))"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | unzip_storm_motion | FnValue | "(Some(1.0), Some(-1.0))"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | unzip_storm_motion | FnValue | "(Some(1.0), Some(0.0))"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | unzip_storm_motion | FnValue | "(Some(1.0), Some(1.0))"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | unzip_triplet_storm_motion | FnValue | "(None, None)"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | unzip_triplet_storm_motion | FnValue | "(Some(-1.0), Some(-1.0))"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | unzip_triplet_storm_motion | FnValue | "(Some(-1.0), Some(0.0))"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | unzip_triplet_storm_motion | FnValue | "(Some(-1.0), Some(1.0))"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | unzip_triplet_storm_motion | FnValue | "(Some(0.0), Some(-1.0))"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | unzip_triplet_storm_motion | FnValue | "(Some(0.0), Some(0.0))"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | unzip_triplet_storm_motion | FnValue | "(Some(0.0), Some(1.0))"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | unzip_triplet_storm_motion | FnValue | "(Some(1.0), Some(-1.0))"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | unzip_triplet_storm_motion | FnValue | "(Some(1.0), Some(0.0))"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | unzip_triplet_storm_motion | FnValue | "(Some(1.0), Some(1.0))"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | validate_len_or_absent | BinaryOperator | "!="
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | validate_len_or_absent | FnValue | "Ok(())"
1 | rustwx-calc | crates/rustwx-calc/src/ecape.rs | validate_triplet_inputs | FnValue | "Ok(())"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | <impl FromStr for MesoanalysisCovarianceKernel>::from_str | FnValue | "Ok(Default::default())"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | <impl FromStr for MesoanalysisMethod>::from_str | FnValue | "Ok(Default::default())"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | MesoObservation::with_wind_kts | BinaryOperator | "+"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | MesoObservation::with_wind_kts | BinaryOperator | "/"
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | MesoanalysisCovarianceKernel::correlation | BinaryOperator | "+"
3 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | MesoanalysisCovarianceKernel::correlation | BinaryOperator | "/"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | MesoanalysisCovarianceKernel::correlation | BinaryOperator | "||"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | MesoanalysisCovarianceKernel::correlation | UnaryOperator | ""
4 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | SpatialBins::for_each_candidate | BinaryOperator | "%"
6 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | SpatialBins::for_each_candidate | BinaryOperator | "*"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | SpatialBins::for_each_candidate | BinaryOperator | "+"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | SpatialBins::for_each_candidate | BinaryOperator | "-"
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | SpatialBins::for_each_candidate | BinaryOperator | "/"
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | SpatialBins::key | BinaryOperator | "%"
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | SpatialBins::key | BinaryOperator | "*"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | SpatialBins::key | FnValue | "(-1, -1)"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | SpatialBins::key | FnValue | "(-1, 0)"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | SpatialBins::key | FnValue | "(-1, 1)"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | SpatialBins::key | FnValue | "(0, -1)"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | SpatialBins::key | FnValue | "(0, 0)"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | SpatialBins::key | FnValue | "(0, 1)"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | SpatialBins::key | FnValue | "(1, -1)"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | SpatialBins::key | FnValue | "(1, 0)"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | SpatialBins::key | FnValue | "(1, 1)"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | Variable::oi_background_error | FnValue | "1.0"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | Variable::oi_observation_error | FnValue | "-1.0"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | Variable::oi_observation_error | FnValue | "0.0"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | Variable::oi_observation_error | FnValue | "1.0"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | barnes_increment_grid | BinaryOperator | "+"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | barnes_increment_grid | BinaryOperator | "/"
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | barnes_single_pass_grid | BinaryOperator | "%"
4 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | barnes_single_pass_grid | BinaryOperator | "*"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | barnes_single_pass_grid | BinaryOperator | "*="
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | barnes_single_pass_grid | BinaryOperator | "+"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | barnes_single_pass_grid | BinaryOperator | "-"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | barnes_single_pass_grid | BinaryOperator | "/"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | barnes_single_pass_grid | BinaryOperator | "=="
3 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | barnes_single_pass_grid | BinaryOperator | ">="
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | barnes_single_pass_grid | BinaryOperator | "||"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | build_increment_set | BinaryOperator | "&&"
4 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | build_increment_set | BinaryOperator | "*="
3 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | build_increment_set | BinaryOperator | "-="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | build_increment_set | BinaryOperator | ">="
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | cholesky_decompose_lower | BinaryOperator | "-"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | cholesky_decompose_lower | BinaryOperator | "/"
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | cholesky_decompose_lower | BinaryOperator | ">="
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | cholesky_decompose_lower | BinaryOperator | "||"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | cholesky_factor_with_jitter_into | BinaryOperator | "+"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | cholesky_factor_with_jitter_into | BinaryOperator | "-"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | cholesky_factor_with_jitter_into | BinaryOperator | "-="
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | cholesky_factor_with_jitter_into | BinaryOperator | "/"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | cholesky_solve_into | BinaryOperator | "&&"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | cholesky_solve_into | BinaryOperator | "*"
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | cholesky_solve_into | BinaryOperator | "-"
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | cholesky_solve_into | BinaryOperator | ">="
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | cholesky_solve_into | BinaryOperator | "||"
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | combine_barnes_outputs | BinaryOperator | "*"
4 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | combine_barnes_outputs | BinaryOperator | "+"
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | combine_barnes_outputs | BinaryOperator | "-"
4 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | combine_barnes_outputs | BinaryOperator | "/"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | compute_surface_mesoanalysis_inner | BinaryOperator | "%"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | compute_surface_mesoanalysis_inner | BinaryOperator | "*"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | compute_surface_mesoanalysis_inner | BinaryOperator | "<"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | compute_surface_mesoanalysis_inner | BinaryOperator | "=="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | compute_surface_mesoanalysis_inner | BinaryOperator | ">="
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | compute_surface_mesoanalysis_inner | BinaryOperator | "||"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | gross_error_has_buddy_support | BinaryOperator | "&&"
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | gross_error_has_buddy_support | BinaryOperator | "*"
5 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | gross_error_has_buddy_support | BinaryOperator | "+"
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | gross_error_has_buddy_support | BinaryOperator | "-"
6 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | gross_error_has_buddy_support | BinaryOperator | "/"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | gross_error_has_buddy_support | BinaryOperator | "=="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | gross_error_has_buddy_support | BinaryOperator | ">="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | haversine_km | BinaryOperator | "+"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | haversine_km | BinaryOperator | "/"
3 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | innovation_is_gross_error | BinaryOperator | "+"
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | innovation_is_gross_error | BinaryOperator | "/"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | innovation_is_gross_error | BinaryOperator | ">="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | local_delta_km | BinaryOperator | "*"
4 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | local_delta_km | BinaryOperator | "+"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | local_delta_km | BinaryOperator | "-"
5 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | local_delta_km | BinaryOperator | "/"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | mixing_ratio_from_dewpoint_c | BinaryOperator | "%"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | mixing_ratio_from_dewpoint_c | BinaryOperator | "&&"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | mixing_ratio_from_dewpoint_c | BinaryOperator | "*"
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | mixing_ratio_from_dewpoint_c | BinaryOperator | "+"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | mixing_ratio_from_dewpoint_c | BinaryOperator | "/"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | mixing_ratio_from_dewpoint_c | BinaryOperator | "||"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | mixing_ratio_from_dewpoint_c | FnValue | "1.0"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | nearest_grid_index | BinaryOperator | "<="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | nearest_grid_index | BinaryOperator | "=="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | nearest_grid_index | FnValue | "Some(0)"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | nearest_grid_index | FnValue | "Some(1)"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | normalize_lon | BinaryOperator | "*="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | normalize_lon | BinaryOperator | "-="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | normalize_lon | BinaryOperator | "<="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | normalize_lon | BinaryOperator | "=="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | normalize_lon_delta | BinaryOperator | "*="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | normalize_lon_delta | BinaryOperator | "+="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | normalize_lon_delta | BinaryOperator | "-="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | normalize_lon_delta | BinaryOperator | "/="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | normalize_lon_delta | BinaryOperator | "<="
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | normalize_lon_delta | BinaryOperator | "=="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | normalize_lon_delta | BinaryOperator | ">="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | observation_error_for_variable | BinaryOperator | ">="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | observation_error_for_variable | BinaryOperator | "||"
3 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | observation_has_valid_location | BinaryOperator | "||"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | observation_has_valid_location | FnValue | "true"
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | observation_wind_components | BinaryOperator | "/"
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | observation_wind_components | BinaryOperator | "||"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | observation_wind_components | UnaryOperator | ""
3 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_effective_distance | BinaryOperator | "%"
4 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_effective_distance | BinaryOperator | "*"
6 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_effective_distance | BinaryOperator | "+"
4 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_effective_distance | BinaryOperator | "-"
3 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_effective_distance | BinaryOperator | "/"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_effective_distance | BinaryOperator | ">"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_effective_distance | UnaryOperator | ""
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_increment_grid | BinaryOperator | "%"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_increment_grid | BinaryOperator | "*"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_increment_grid | BinaryOperator | "*="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_increment_grid | BinaryOperator | "+"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_increment_grid | BinaryOperator | "-="
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_increment_grid | BinaryOperator | "/"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_increment_grid | BinaryOperator | "<="
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_increment_grid | BinaryOperator | "=="
3 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_increment_grid | BinaryOperator | ">="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_increment_grid | BinaryOperator | "||"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_observation_covariance | BinaryOperator | "+"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_observation_covariance | BinaryOperator | "/"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_terrain_pressure_factor | BinaryOperator | "%"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_terrain_pressure_factor | BinaryOperator | "*"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | oi_terrain_pressure_factor | BinaryOperator | "||"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | residual_increment_observations | BinaryOperator | "+"
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | solve_local_oi_increment | BinaryOperator | "+"
3 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | solve_local_oi_increment | BinaryOperator | "/"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | solve_local_oi_increment | BinaryOperator | "<"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | solve_local_oi_increment | BinaryOperator | "=="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | solve_local_oi_increment | BinaryOperator | ">="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | solve_local_oi_increment | BinaryOperator | "||"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | validate_background | FnValue | "Ok(())"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | validate_config | BinaryOperator | "=="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | validate_config | BinaryOperator | ">="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | validate_config | BinaryOperator | "||"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | validate_config | FnValue | "Ok(())"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | validate_positive | BinaryOperator | ">="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | validate_positive | BinaryOperator | "||"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | validate_positive | FnValue | "Ok(())"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | value_is_plausible | FnValue | "true"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | variable_diagnostics | BinaryOperator | "!="
3 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | variable_diagnostics | BinaryOperator | "%"
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | variable_diagnostics | BinaryOperator | "&&"
3 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | variable_diagnostics | BinaryOperator | "*"
3 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | variable_diagnostics | BinaryOperator | "*="
1 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | variable_diagnostics | BinaryOperator | "-="
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | variable_diagnostics | BinaryOperator | "<"
2 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | variable_diagnostics | BinaryOperator | "=="
3 | rustwx-calc | crates/rustwx-calc/src/mesoanalysis.rs | variable_diagnostics | BinaryOperator | ">="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | bri_value | BinaryOperator | ">="
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | build_effective_layer_column | BinaryOperator | "+"
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | build_effective_layer_column | BinaryOperator | "/"
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | build_effective_layer_column | BinaryOperator | "<="
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | build_effective_layer_column | BinaryOperator | "=="
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | build_effective_layer_column | BinaryOperator | ">"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | build_effective_layer_column | BinaryOperator | ">="
8 | rustwx-calc | crates/rustwx-calc/src/severe.rs | build_effective_layer_column | BinaryOperator | "||"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | compute_cape_cin_triplet | UnaryOperator | ""
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | effective_layer_for_column | BinaryOperator | "&&"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | effective_layer_for_column | BinaryOperator | "*"
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | effective_layer_for_column | BinaryOperator | "+"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | effective_layer_for_column | BinaryOperator | "-"
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | effective_layer_for_column | BinaryOperator | "/"
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | effective_layer_for_column | BinaryOperator | "<="
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | effective_layer_for_column | BinaryOperator | "=="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | effective_layer_for_column | BinaryOperator | ">"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | effective_layer_for_column | BinaryOperator | ">="
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | effective_layer_for_column | BinaryOperator | "||"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | effective_layer_for_column | UnaryOperator | ""
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | effective_stp_value | BinaryOperator | "%"
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | effective_stp_value | BinaryOperator | "*"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | effective_stp_value | BinaryOperator | "+"
3 | rustwx-calc | crates/rustwx-calc/src/severe.rs | effective_stp_value | BinaryOperator | "/"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | effective_stp_value | BinaryOperator | "<="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | effective_stp_value | BinaryOperator | ">"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | fixed_layer_tornado_shear_term | BinaryOperator | "<="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | fixed_layer_tornado_shear_term | BinaryOperator | ">="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | fixed_stp_value | BinaryOperator | "%"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | fixed_stp_value | BinaryOperator | "*"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | fixed_stp_value | BinaryOperator | "+"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | fixed_stp_value | BinaryOperator | "/"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | fixed_stp_value | BinaryOperator | "<="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_at_pressure | BinaryOperator | "%"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_at_pressure | BinaryOperator | "&&"
2 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_at_pressure | BinaryOperator | "*"
5 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_at_pressure | BinaryOperator | "+"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_at_pressure | BinaryOperator | "-"
6 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_at_pressure | BinaryOperator | "/"
3 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_at_pressure | BinaryOperator | "<"
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_at_pressure | BinaryOperator | "<="
1 | rustwx-calc | crates/rustwx-calc/src/severe.rs | interp_at_pressure | BinaryOperator | "=="
